split,size_ratio,simulation_number,file_size_mb,filename,relative_path
training,1.565657,57,1.3396072387695312,rotating_drum_bidisperse_size_ratio_1_565657_num_57.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_565657_num_57.stat
training,1.575758,58,1.3531417846679688,rotating_drum_bidisperse_size_ratio_1_575758_num_58.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_575758_num_58.stat
training,1.585859,59,1.3504180908203125,rotating_drum_bidisperse_size_ratio_1_585859_num_59.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_585859_num_59.stat
training,1.59596,60,1.3458948135375977,rotating_drum_bidisperse_size_ratio_1_595960_num_60.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_595960_num_60.stat
training,1.606061,61,1.3574028015136719,rotating_drum_bidisperse_size_ratio_1_606061_num_61.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_606061_num_61.stat
training,1.616162,62,1.3597002029418945,rotating_drum_bidisperse_size_ratio_1_616162_num_62.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_616162_num_62.stat
training,1.626263,63,1.4166631698608398,rotating_drum_bidisperse_size_ratio_1_626263_num_63.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_626263_num_63.stat
training,1.636364,64,1.3525571823120117,rotating_drum_bidisperse_size_ratio_1_636364_num_64.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_636364_num_64.stat
training,1.646465,65,1.3608999252319336,rotating_drum_bidisperse_size_ratio_1_646465_num_65.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_646465_num_65.stat
training,1.656566,66,1.3805665969848633,rotating_drum_bidisperse_size_ratio_1_656566_num_66.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_656566_num_66.stat
training,1.666667,67,1.3484392166137695,rotating_drum_bidisperse_size_ratio_1_666667_num_67.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_666667_num_67.stat
training,1.676768,68,1.3715763092041016,rotating_drum_bidisperse_size_ratio_1_676768_num_68.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_676768_num_68.stat
training,1.686869,69,1.3628263473510742,rotating_drum_bidisperse_size_ratio_1_686869_num_69.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_686869_num_69.stat
training,1.69697,70,1.3536643981933594,rotating_drum_bidisperse_size_ratio_1_696970_num_70.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_696970_num_70.stat
training,1.707071,71,1.3699636459350586,rotating_drum_bidisperse_size_ratio_1_707071_num_71.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_707071_num_71.stat
training,1.717172,72,1.3506355285644531,rotating_drum_bidisperse_size_ratio_1_717172_num_72.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_717172_num_72.stat
training,1.727273,73,1.3818159103393555,rotating_drum_bidisperse_size_ratio_1_727273_num_73.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_727273_num_73.stat
training,1.737374,74,1.3526878356933594,rotating_drum_bidisperse_size_ratio_1_737374_num_74.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_737374_num_74.stat
training,1.747475,75,1.3809823989868164,rotating_drum_bidisperse_size_ratio_1_747475_num_75.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_747475_num_75.stat
training,1.757576,76,1.3594646453857422,rotating_drum_bidisperse_size_ratio_1_757576_num_76.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_757576_num_76.stat
training,1.767677,77,1.3565454483032227,rotating_drum_bidisperse_size_ratio_1_767677_num_77.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_767677_num_77.stat
training,1.777778,78,1.365046501159668,rotating_drum_bidisperse_size_ratio_1_777778_num_78.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_777778_num_78.stat
training,1.787879,79,1.3564252853393555,rotating_drum_bidisperse_size_ratio_1_787879_num_79.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_787879_num_79.stat
training,1.79798,80,1.3693819046020508,rotating_drum_bidisperse_size_ratio_1_797980_num_80.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_797980_num_80.stat
training,1.808081,81,1.3903369903564453,rotating_drum_bidisperse_size_ratio_1_808081_num_81.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_808081_num_81.stat
training,1.818182,82,1.3562097549438477,rotating_drum_bidisperse_size_ratio_1_818182_num_82.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_818182_num_82.stat
training,1.828283,83,1.3535051345825195,rotating_drum_bidisperse_size_ratio_1_828283_num_83.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_828283_num_83.stat
training,1.838384,84,1.3570241928100586,rotating_drum_bidisperse_size_ratio_1_838384_num_84.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_838384_num_84.stat
training,1.848485,85,1.3511581420898438,rotating_drum_bidisperse_size_ratio_1_848485_num_85.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_848485_num_85.stat
training,1.858586,86,1.3525161743164062,rotating_drum_bidisperse_size_ratio_1_858586_num_86.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_858586_num_86.stat
training,1.868687,87,1.368699073791504,rotating_drum_bidisperse_size_ratio_1_868687_num_87.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_868687_num_87.stat
training,1.878788,88,1.3617467880249023,rotating_drum_bidisperse_size_ratio_1_878788_num_88.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_878788_num_88.stat
training,1.888889,89,1.3610048294067383,rotating_drum_bidisperse_size_ratio_1_888889_num_89.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_888889_num_89.stat
training,1.89899,90,1.364084243774414,rotating_drum_bidisperse_size_ratio_1_898990_num_90.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_898990_num_90.stat
training,1.909091,91,1.3630619049072266,rotating_drum_bidisperse_size_ratio_1_909091_num_91.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_909091_num_91.stat
training,1.919192,92,1.379500389099121,rotating_drum_bidisperse_size_ratio_1_919192_num_92.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_919192_num_92.stat
training,1.929293,93,1.351144790649414,rotating_drum_bidisperse_size_ratio_1_929293_num_93.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_929293_num_93.stat
training,1.939394,94,1.3785991668701172,rotating_drum_bidisperse_size_ratio_1_939394_num_94.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_939394_num_94.stat
training,1.949495,95,1.373117446899414,rotating_drum_bidisperse_size_ratio_1_949495_num_95.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_949495_num_95.stat
training,1.959596,96,1.364792823791504,rotating_drum_bidisperse_size_ratio_1_959596_num_96.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_959596_num_96.stat
training,1.969697,97,1.3807287216186523,rotating_drum_bidisperse_size_ratio_1_969697_num_97.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_969697_num_97.stat
training,1.979798,98,1.3800077438354492,rotating_drum_bidisperse_size_ratio_1_979798_num_98.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_979798_num_98.stat
training,1.989899,99,1.3666305541992188,rotating_drum_bidisperse_size_ratio_1_989899_num_99.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_1_989899_num_99.stat
training,2.0,100,1.3834590911865234,rotating_drum_bidisperse_size_ratio_2_000000_num_100.stat,data/raw/CG_field_phi_small/rotating_drum_bidisperse_size_ratio_2_000000_num_100.stat
testing,1.0625,8,1.3169431686401367,rotating_drum_bidisperse_size_ratio_1_062500_num_8.stat,data/raw/CG_field_phi_small_test_set/rotating_drum_bidisperse_size_ratio_1_062500_num_8.stat
testing,1.125,4,1.3199758529663086,rotating_drum_bidisperse_size_ratio_1_125000_num_4.stat,data/raw/CG_field_phi_small_test_set/rotating_drum_bidisperse_size_ratio_1_125000_num_4.stat
testing,1.25,2,1.331955909729004,rotating_drum_bidisperse_size_ratio_1_250000_num_2.stat,data/raw/CG_field_phi_small_test_set/rotating_drum_bidisperse_size_ratio_1_250000_num_2.stat
testing,1.3125,10,1.3414573669433594,rotating_drum_bidisperse_size_ratio_1_312500_num_10.stat,data/raw/CG_field_phi_small_test_set/rotating_drum_bidisperse_size_ratio_1_312500_num_10.stat
testing,1.375,6,1.3323488235473633,rotating_drum_bidisperse_size_ratio_1_375000_num_6.stat,data/raw/CG_field_phi_small_test_set/rotating_drum_bidisperse_size_ratio_1_375000_num_6.stat
testing,1.5,1,1.3307228088378906,rotating_drum_bidisperse_size_ratio_1_500000_num_1.stat,data/raw/CG_field_phi_small_test_set/rotating_drum_bidisperse_size_ratio_1_500000_num_1.stat
testing,1.5625,9,1.3393306732177734,rotating_drum_bidisperse_size_ratio_1_562500_num_9.stat,data/raw/CG_field_phi_small_test_set/rotating_drum_bidisperse_size_ratio_1_562500_num_9.stat
testing,1.625,5,1.3642501831054688,rotating_drum_bidisperse_size_ratio_1_625000_num_5.stat,data/raw/CG_field_phi_small_test_set/rotating_drum_bidisperse_size_ratio_1_625000_num_5.stat
testing,1.75,3,1.3694353103637695,rotating_drum_bidisperse_size_ratio_1_750000_num_3.stat,data/raw/CG_field_phi_small_test_set/rotating_drum_bidisperse_size_ratio_1_750000_num_3.stat
testing,1.875,7,1.3695287704467773,rotating_drum_bidisperse_size_ratio_1_875000_num_7.stat,data/raw/CG_field_phi_small_test_set/rotating_drum_bidisperse_size_ratio_1_875000_num_7.stat
