split,data_group,filename,extension,logical_size_bytes,relative_path,logical_size_MiB,size_ratio,simulation_number,parameter_parsed
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_375000_num_6.restart,.restart,13795101,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_375000_num_6.restart,13.156033515930176,1.375,6,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_375000_num_6.txt,.txt,7,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_375000_num_6.txt,6.67572021484375e-06,1.375,6,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_375000_num_6.xballs,.xballs,272,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_375000_num_6.xballs,0.0002593994140625,1.375,6,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_500000_num_1.data,.data,2625934506,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_500000_num_1.data,2504.286294937134,1.5,1,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_500000_num_1.ene,.ene,136402,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_500000_num_1.ene,0.1300830841064453,1.5,1,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_500000_num_1.restart,.restart,15397905,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_500000_num_1.restart,14.684586524963379,1.5,1,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_500000_num_1.txt,.txt,7,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_500000_num_1.txt,6.67572021484375e-06,1.5,1,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_500000_num_1.xballs,.xballs,273,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_500000_num_1.xballs,0.00026035308837890625,1.5,1,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_562500_num_9.data,.data,2752482158,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_562500_num_9.data,2624.97154045105,1.5625,9,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_562500_num_9.ene,.ene,136402,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_562500_num_9.ene,0.1300830841064453,1.5625,9,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_562500_num_9.restart,.restart,16310413,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_562500_num_9.restart,15.554821968078613,1.5625,9,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_562500_num_9.txt,.txt,7,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_562500_num_9.txt,6.67572021484375e-06,1.5625,9,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_562500_num_9.xballs,.xballs,272,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_562500_num_9.xballs,0.0002593994140625,1.5625,9,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_625000_num_5.data,.data,2890258209,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_625000_num_5.data,2756.3650217056274,1.625,5,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_625000_num_5.ene,.ene,136402,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_625000_num_5.ene,0.1300830841064453,1.625,5,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_625000_num_5.restart,.restart,16543089,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_625000_num_5.restart,15.776719093322754,1.625,5,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_625000_num_5.txt,.txt,7,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_625000_num_5.txt,6.67572021484375e-06,1.625,5,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_625000_num_5.xballs,.xballs,272,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_625000_num_5.xballs,0.0002593994140625,1.625,5,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_750000_num_3.data,.data,3196362415,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_750000_num_3.data,3048.2887411117554,1.75,3,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_750000_num_3.ene,.ene,136402,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_750000_num_3.ene,0.1300830841064453,1.75,3,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_750000_num_3.restart,.restart,18634241,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_750000_num_3.restart,17.770997047424316,1.75,3,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_750000_num_3.txt,.txt,7,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_750000_num_3.txt,6.67572021484375e-06,1.75,3,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_750000_num_3.xballs,.xballs,273,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_750000_num_3.xballs,0.00026035308837890625,1.75,3,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_875000_num_7.data,.data,3543307858,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_875000_num_7.data,3379.161699295044,1.875,7,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_875000_num_7.ene,.ene,136402,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_875000_num_7.ene,0.1300830841064453,1.875,7,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_875000_num_7.restart,.restart,20693393,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_875000_num_7.restart,19.73475742340088,1.875,7,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_875000_num_7.txt,.txt,7,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_875000_num_7.txt,6.67572021484375e-06,1.875,7,True
test,raw_simulation_files,rotating_drum_bidisperse_size_ratio_1_875000_num_7.xballs,.xballs,272,bidisperse_mixtures_test_set/rotating_drum_bidisperse_size_ratio_1_875000_num_7.xballs,0.0002593994140625,1.875,7,True
test,raw_simulation_files,slurm-34842.out,.out,581,bidisperse_mixtures_test_set/slurm-34842.out,0.0005540847778320312,,,False
test,raw_simulation_files,slurm-34844.out,.out,55275,bidisperse_mixtures_test_set/slurm-34844.out,0.05271434783935547,,,False
test,raw_simulation_files,slurm-34845.out,.out,54920,bidisperse_mixtures_test_set/slurm-34845.out,0.05237579345703125,,,False
test,raw_simulation_files,slurm-34846.out,.out,56880,bidisperse_mixtures_test_set/slurm-34846.out,0.0542449951171875,,,False
test,raw_simulation_files,slurm-34847.out,.out,54257,bidisperse_mixtures_test_set/slurm-34847.out,0.051743507385253906,,,False
test,raw_simulation_files,slurm-34848.out,.out,56172,bidisperse_mixtures_test_set/slurm-34848.out,0.053569793701171875,,,False
test,raw_simulation_files,slurm-34849.out,.out,54950,bidisperse_mixtures_test_set/slurm-34849.out,0.05240440368652344,,,False
test,raw_simulation_files,slurm-34850.out,.out,56779,bidisperse_mixtures_test_set/slurm-34850.out,0.05414867401123047,,,False
test,raw_simulation_files,slurm-34851.out,.out,54738,bidisperse_mixtures_test_set/slurm-34851.out,0.05220222473144531,,,False
test,raw_simulation_files,slurm-34852.out,.out,55353,bidisperse_mixtures_test_set/slurm-34852.out,0.052788734436035156,,,False
test,raw_simulation_files,slurm-34853.out,.out,55069,bidisperse_mixtures_test_set/slurm-34853.out,0.05251789093017578,,,False
test,raw_simulation_files,slurm-34854.out,.out,652,bidisperse_mixtures_test_set/slurm-34854.out,0.000621795654296875,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000.1_w1.stat,.stat,1341706,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000.1_w1.stat,1.279550552368164,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000.1_w10.stat,.stat,1340189,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000.1_w10.stat,1.2781038284301758,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000.1_w2.stat,.stat,1350651,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000.1_w2.stat,1.288081169128418,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000.1_w3.stat,.stat,1343906,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000.1_w3.stat,1.2816486358642578,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000.1_w4.stat,.stat,1345708,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000.1_w4.stat,1.2833671569824219,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000.1_w5.stat,.stat,1348363,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000.1_w5.stat,1.2858991622924805,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000.1_w6.stat,.stat,1331108,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000.1_w6.stat,1.2694435119628906,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000.1_w7.stat,.stat,1336001,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000.1_w7.stat,1.2741098403930664,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000.1_w8.stat,.stat,1332012,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000.1_w8.stat,1.2703056335449219,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000.1_w9.stat,.stat,1337330,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000.1_w9.stat,1.2753772735595703,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_000000_w1.stat,.stat,1341706,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_000000_w1.stat,1.279550552368164,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w1.stat,.stat,1348246,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w1.stat,1.285787582397461,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w10.stat,.stat,1349559,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w10.stat,1.2870397567749023,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w2.stat,.stat,1350930,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w2.stat,1.2883472442626953,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w3.stat,.stat,1352221,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w3.stat,1.2895784378051758,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w4.stat,.stat,1357051,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w4.stat,1.294184684753418,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w5.stat,.stat,1355636,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w5.stat,1.2928352355957031,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w6.stat,.stat,1351973,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w6.stat,1.289341926574707,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w7.stat,.stat,1355598,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w7.stat,1.2927989959716797,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w8.stat,.stat,1350377,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w8.stat,1.2878198623657227,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w9.stat,.stat,1355001,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w9.stat,1.2922296524047852,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w1.stat,.stat,1379039,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w1.stat,1.3151540756225586,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w10.stat,.stat,1347660,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w10.stat,1.2852287292480469,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w2.stat,.stat,1355763,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w2.stat,1.2929563522338867,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w3.stat,.stat,1354101,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w3.stat,1.2913713455200195,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w4.stat,.stat,1343193,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w4.stat,1.2809686660766602,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w5.stat,.stat,1354169,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w5.stat,1.2914361953735352,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w6.stat,.stat,1361869,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w6.stat,1.2987794876098633,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w7.stat,.stat,1347331,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w7.stat,1.2849149703979492,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w8.stat,.stat,1354671,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w8.stat,1.291914939880371,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w9.stat,.stat,1353067,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w9.stat,1.2903852462768555,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w1.stat,.stat,1340770,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w1.stat,1.2786579132080078,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w10.stat,.stat,1355187,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w10.stat,1.2924070358276367,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w2.stat,.stat,1351387,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w2.stat,1.288783073425293,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w3.stat,.stat,1348097,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w3.stat,1.2856454849243164,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w4.stat,.stat,1361657,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w4.stat,1.2985773086547852,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w5.stat,.stat,1357282,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w5.stat,1.2944049835205078,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w6.stat,.stat,1356939,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w6.stat,1.2940778732299805,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w7.stat,.stat,1373031,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w7.stat,1.3094244003295898,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w8.stat,.stat,1346961,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w8.stat,1.284562110900879,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w9.stat,.stat,1365114,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w9.stat,1.3018741607666016,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w1.stat,.stat,1373272,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w1.stat,1.3096542358398438,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w10.stat,.stat,1362145,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w10.stat,1.2990427017211914,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w2.stat,.stat,1371856,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w2.stat,1.3083038330078125,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w3.stat,.stat,1341764,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w3.stat,1.2796058654785156,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w4.stat,.stat,1362331,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w4.stat,1.299220085144043,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w5.stat,.stat,1374622,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w5.stat,1.3109416961669922,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w6.stat,.stat,1369390,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w6.stat,1.3059520721435547,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w7.stat,.stat,1349675,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w7.stat,1.2871503829956055,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w8.stat,.stat,1361418,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w8.stat,1.298349380493164,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w9.stat,.stat,1361164,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w9.stat,1.2981071472167969,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w1.stat,.stat,1346719,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w1.stat,1.2843313217163086,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w10.stat,.stat,1360084,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w10.stat,1.2970771789550781,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w2.stat,.stat,1354753,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w2.stat,1.2919931411743164,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w3.stat,.stat,1363449,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w3.stat,1.3002862930297852,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w4.stat,.stat,1354502,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w4.stat,1.2917537689208984,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w5.stat,.stat,1369167,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w5.stat,1.305739402770996,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w6.stat,.stat,1361109,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w6.stat,1.2980546951293945,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w7.stat,.stat,1365235,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w7.stat,1.3019895553588867,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w8.stat,.stat,1354408,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w8.stat,1.2916641235351562,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w9.stat,.stat,1363254,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w9.stat,1.300100326538086,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w1.stat,.stat,1369881,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w1.stat,1.3064203262329102,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w10.stat,.stat,1371705,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w10.stat,1.3081598281860352,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w2.stat,.stat,1382876,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w2.stat,1.3188133239746094,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w3.stat,.stat,1363589,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w3.stat,1.300419807434082,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w4.stat,.stat,1358493,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w4.stat,1.2955598831176758,,,False
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w5.stat,.stat,1377865,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w5.stat,1.3140344619750977,,,False
