split,data_group,filename,extension,logical_size_bytes,relative_path,logical_size_MiB,size_ratio,simulation_number,parameter_parsed,cg_experiment,source_simulation,window_number,start_time,end_time
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w1.stat,.stat,1348246,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w1.stat,1.285787582397461,1.10101,,False,numbered_windows,11,1,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w2.stat,.stat,1350930,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w2.stat,1.2883472442626953,1.10101,,False,numbered_windows,11,2,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w3.stat,.stat,1352221,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w3.stat,1.2895784378051758,1.10101,,False,numbered_windows,11,3,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w4.stat,.stat,1357051,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w4.stat,1.294184684753418,1.10101,,False,numbered_windows,11,4,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w5.stat,.stat,1355636,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w5.stat,1.2928352355957031,1.10101,,False,numbered_windows,11,5,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w6.stat,.stat,1351973,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w6.stat,1.289341926574707,1.10101,,False,numbered_windows,11,6,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w7.stat,.stat,1355598,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w7.stat,1.2927989959716797,1.10101,,False,numbered_windows,11,7,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w8.stat,.stat,1350377,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w8.stat,1.2878198623657227,1.10101,,False,numbered_windows,11,8,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w9.stat,.stat,1355001,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w9.stat,1.2922296524047852,1.10101,,False,numbered_windows,11,9,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_101010.11_w10.stat,.stat,1349559,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_101010.11_w10.stat,1.2870397567749023,1.10101,,False,numbered_windows,11,10,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w1.stat,.stat,1379039,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w1.stat,1.3151540756225586,1.20202,,False,numbered_windows,21,1,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w2.stat,.stat,1355763,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w2.stat,1.2929563522338867,1.20202,,False,numbered_windows,21,2,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w3.stat,.stat,1354101,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w3.stat,1.2913713455200195,1.20202,,False,numbered_windows,21,3,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w4.stat,.stat,1343193,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w4.stat,1.2809686660766602,1.20202,,False,numbered_windows,21,4,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w5.stat,.stat,1354169,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w5.stat,1.2914361953735352,1.20202,,False,numbered_windows,21,5,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w6.stat,.stat,1361869,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w6.stat,1.2987794876098633,1.20202,,False,numbered_windows,21,6,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w7.stat,.stat,1347331,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w7.stat,1.2849149703979492,1.20202,,False,numbered_windows,21,7,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w8.stat,.stat,1354671,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w8.stat,1.291914939880371,1.20202,,False,numbered_windows,21,8,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w9.stat,.stat,1353067,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w9.stat,1.2903852462768555,1.20202,,False,numbered_windows,21,9,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_202020.21_w10.stat,.stat,1347660,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_202020.21_w10.stat,1.2852287292480469,1.20202,,False,numbered_windows,21,10,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w1.stat,.stat,1340770,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w1.stat,1.2786579132080078,1.30303,,False,numbered_windows,31,1,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w2.stat,.stat,1351387,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w2.stat,1.288783073425293,1.30303,,False,numbered_windows,31,2,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w3.stat,.stat,1348097,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w3.stat,1.2856454849243164,1.30303,,False,numbered_windows,31,3,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w4.stat,.stat,1361657,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w4.stat,1.2985773086547852,1.30303,,False,numbered_windows,31,4,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w5.stat,.stat,1357282,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w5.stat,1.2944049835205078,1.30303,,False,numbered_windows,31,5,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w6.stat,.stat,1356939,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w6.stat,1.2940778732299805,1.30303,,False,numbered_windows,31,6,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w7.stat,.stat,1373031,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w7.stat,1.3094244003295898,1.30303,,False,numbered_windows,31,7,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w8.stat,.stat,1346961,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w8.stat,1.284562110900879,1.30303,,False,numbered_windows,31,8,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w9.stat,.stat,1365114,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w9.stat,1.3018741607666016,1.30303,,False,numbered_windows,31,9,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_303030.31_w10.stat,.stat,1355187,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_303030.31_w10.stat,1.2924070358276367,1.30303,,False,numbered_windows,31,10,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w1.stat,.stat,1373272,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w1.stat,1.3096542358398438,1.40404,,False,numbered_windows,41,1,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w2.stat,.stat,1371856,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w2.stat,1.3083038330078125,1.40404,,False,numbered_windows,41,2,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w3.stat,.stat,1341764,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w3.stat,1.2796058654785156,1.40404,,False,numbered_windows,41,3,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w4.stat,.stat,1362331,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w4.stat,1.299220085144043,1.40404,,False,numbered_windows,41,4,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w5.stat,.stat,1374622,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w5.stat,1.3109416961669922,1.40404,,False,numbered_windows,41,5,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w6.stat,.stat,1369390,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w6.stat,1.3059520721435547,1.40404,,False,numbered_windows,41,6,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w7.stat,.stat,1349675,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w7.stat,1.2871503829956055,1.40404,,False,numbered_windows,41,7,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w8.stat,.stat,1361418,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w8.stat,1.298349380493164,1.40404,,False,numbered_windows,41,8,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w9.stat,.stat,1361164,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w9.stat,1.2981071472167969,1.40404,,False,numbered_windows,41,9,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_404040.41_w10.stat,.stat,1362145,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_404040.41_w10.stat,1.2990427017211914,1.40404,,False,numbered_windows,41,10,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w1.stat,.stat,1346719,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w1.stat,1.2843313217163086,1.505051,,False,numbered_windows,51,1,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w2.stat,.stat,1354753,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w2.stat,1.2919931411743164,1.505051,,False,numbered_windows,51,2,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w3.stat,.stat,1363449,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w3.stat,1.3002862930297852,1.505051,,False,numbered_windows,51,3,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w4.stat,.stat,1354502,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w4.stat,1.2917537689208984,1.505051,,False,numbered_windows,51,4,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w5.stat,.stat,1369167,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w5.stat,1.305739402770996,1.505051,,False,numbered_windows,51,5,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w6.stat,.stat,1361109,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w6.stat,1.2980546951293945,1.505051,,False,numbered_windows,51,6,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w7.stat,.stat,1365235,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w7.stat,1.3019895553588867,1.505051,,False,numbered_windows,51,7,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w8.stat,.stat,1354408,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w8.stat,1.2916641235351562,1.505051,,False,numbered_windows,51,8,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w9.stat,.stat,1363254,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w9.stat,1.300100326538086,1.505051,,False,numbered_windows,51,9,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_505051.51_w10.stat,.stat,1360084,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_505051.51_w10.stat,1.2970771789550781,1.505051,,False,numbered_windows,51,10,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w1.stat,.stat,1369881,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w1.stat,1.3064203262329102,1.606061,,False,numbered_windows,61,1,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w2.stat,.stat,1382876,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w2.stat,1.3188133239746094,1.606061,,False,numbered_windows,61,2,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w3.stat,.stat,1363589,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w3.stat,1.300419807434082,1.606061,,False,numbered_windows,61,3,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w4.stat,.stat,1358493,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w4.stat,1.2955598831176758,1.606061,,False,numbered_windows,61,4,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w5.stat,.stat,1377865,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w5.stat,1.3140344619750977,1.606061,,False,numbered_windows,61,5,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w6.stat,.stat,1379461,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w6.stat,1.315556526184082,1.606061,,False,numbered_windows,61,6,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w7.stat,.stat,1376216,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w7.stat,1.3124618530273438,1.606061,,False,numbered_windows,61,7,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w8.stat,.stat,1365850,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w8.stat,1.3025760650634766,1.606061,,False,numbered_windows,61,8,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w9.stat,.stat,1365994,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w9.stat,1.302713394165039,1.606061,,False,numbered_windows,61,9,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_606061.61_w10.stat,.stat,1371705,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_606061.61_w10.stat,1.3081598281860352,1.606061,,False,numbered_windows,61,10,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_707071.71_w1.stat,.stat,1379050,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_707071.71_w1.stat,1.315164566040039,1.707071,,False,numbered_windows,71,1,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_707071.71_w2.stat,.stat,1389706,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_707071.71_w2.stat,1.325326919555664,1.707071,,False,numbered_windows,71,2,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_707071.71_w3.stat,.stat,1373054,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_707071.71_w3.stat,1.3094463348388672,1.707071,,False,numbered_windows,71,3,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_707071.71_w4.stat,.stat,1362078,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_707071.71_w4.stat,1.2989788055419922,1.707071,,False,numbered_windows,71,4,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_707071.71_w5.stat,.stat,1352569,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_707071.71_w5.stat,1.2899103164672852,1.707071,,False,numbered_windows,71,5,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_707071.71_w6.stat,.stat,1401582,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_707071.71_w6.stat,1.3366527557373047,1.707071,,False,numbered_windows,71,6,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_707071.71_w7.stat,.stat,1366824,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_707071.71_w7.stat,1.3035049438476562,1.707071,,False,numbered_windows,71,7,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_707071.71_w8.stat,.stat,1373637,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_707071.71_w8.stat,1.310002326965332,1.707071,,False,numbered_windows,71,8,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_707071.71_w9.stat,.stat,1377094,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_707071.71_w9.stat,1.3132991790771484,1.707071,,False,numbered_windows,71,9,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_707071.71_w10.stat,.stat,1372565,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_707071.71_w10.stat,1.3089799880981445,1.707071,,False,numbered_windows,71,10,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_808081.81_w1.stat,.stat,1378445,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_808081.81_w1.stat,1.3145875930786133,1.808081,,False,numbered_windows,81,1,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_808081.81_w2.stat,.stat,1403132,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_808081.81_w2.stat,1.3381309509277344,1.808081,,False,numbered_windows,81,2,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_808081.81_w3.stat,.stat,1370042,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_808081.81_w3.stat,1.3065738677978516,1.808081,,False,numbered_windows,81,3,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_808081.81_w4.stat,.stat,1380414,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_808081.81_w4.stat,1.3164653778076172,1.808081,,False,numbered_windows,81,4,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_808081.81_w5.stat,.stat,1372972,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_808081.81_w5.stat,1.3093681335449219,1.808081,,False,numbered_windows,81,5,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_808081.81_w6.stat,.stat,1368450,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_808081.81_w6.stat,1.3050556182861328,1.808081,,False,numbered_windows,81,6,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_808081.81_w7.stat,.stat,1360138,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_808081.81_w7.stat,1.297128677368164,1.808081,,False,numbered_windows,81,7,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_808081.81_w8.stat,.stat,1384602,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_808081.81_w8.stat,1.3204593658447266,1.808081,,False,numbered_windows,81,8,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_808081.81_w9.stat,.stat,1410193,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_808081.81_w9.stat,1.344864845275879,1.808081,,False,numbered_windows,81,9,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_808081.81_w10.stat,.stat,1365923,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_808081.81_w10.stat,1.3026456832885742,1.808081,,False,numbered_windows,81,10,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_909091.91_w1.stat,.stat,1372604,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_909091.91_w1.stat,1.3090171813964844,1.909091,,False,numbered_windows,91,1,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_909091.91_w2.stat,.stat,1380954,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_909091.91_w2.stat,1.3169803619384766,1.909091,,False,numbered_windows,91,2,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_909091.91_w3.stat,.stat,1376966,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_909091.91_w3.stat,1.3131771087646484,1.909091,,False,numbered_windows,91,3,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_909091.91_w4.stat,.stat,1364637,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_909091.91_w4.stat,1.3014192581176758,1.909091,,False,numbered_windows,91,4,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_909091.91_w5.stat,.stat,1376660,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_909091.91_w5.stat,1.3128852844238281,1.909091,,False,numbered_windows,91,5,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_909091.91_w6.stat,.stat,1381899,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_909091.91_w6.stat,1.3178815841674805,1.909091,,False,numbered_windows,91,6,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_909091.91_w7.stat,.stat,1371584,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_909091.91_w7.stat,1.30804443359375,1.909091,,False,numbered_windows,91,7,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_909091.91_w8.stat,.stat,1383278,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_909091.91_w8.stat,1.3191967010498047,1.909091,,False,numbered_windows,91,8,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_909091.91_w9.stat,.stat,1377767,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_909091.91_w9.stat,1.3139410018920898,1.909091,,False,numbered_windows,91,9,,
training,CG_windows,rotating_drum_bidisperse_size_ratio_1_909091.91_w10.stat,.stat,1391667,bidisperse_mixtures/CG_windows/rotating_drum_bidisperse_size_ratio_1_909091.91_w10.stat,1.3271970748901367,1.909091,,False,numbered_windows,91,10,,
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1034.43.stat,.stat,242,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1034.43.stat,0.0002307891845703125,1.30303,,False,time_interval_windows,31,,1032.43,1034.43
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1043.19.stat,.stat,1335691,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1043.19.stat,1.2738142013549805,1.30303,,False,time_interval_windows,31,,1032.43,1043.19
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1053.94.stat,.stat,1332349,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1053.94.stat,1.2706270217895508,1.30303,,False,time_interval_windows,31,,1032.43,1053.94
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1075.45.stat,.stat,1355897,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1075.45.stat,1.2930841445922852,1.30303,,False,time_interval_windows,31,,1032.43,1075.45
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1118.47.stat,.stat,1379439,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1118.47.stat,1.315535545349121,1.30303,,False,time_interval_windows,31,,1032.43,1118.47
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1204.50.stat,.stat,1400161,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1204.50.stat,1.3352975845336914,1.30303,,False,time_interval_windows,31,,1032.43,1204.5
training,CG_windows_sigma,rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1376.58.stat,.stat,1406985,bidisperse_mixtures/CG_windows_sigma/rotating_drum_bidisperse_size_ratio_1_303030.31_t1032.43_1376.58.stat,1.3418054580688477,1.30303,,False,time_interval_windows,31,,1032.43,1376.58
